,Index,incident_number,crime,occurred_on,month,intersection,city,state,geometry,location,time,day_of_week,moon_phaseid,moon_phase
0,13017,1725109001,Theft From Motor Vehicle,9/8/17,Sep,2000 OVERVIEW DR NE,  TACOMA,   WA,-122.416841  47.309856,"47.309856, -122.416841",0:00,Friday,0,0
1,12989,1719009006,Theft From Motor Vehicle,7/8/17,Jul,5900 N WATERFRONT DR,  TACOMA,   WA,-122.515245  47.305941,"47.305941, -122.515245",14:00,Saturday,3,Full Moon
2,13270,1704209017,Theft From Motor Vehicle,2/11/17,Feb,5900 N WATERFRONT DR,  TACOMA,   WA,-122.515245  47.305941,"47.305941, -122.515245",9:00,Saturday,0,0
3,13336,1704609008,Theft From Motor Vehicle,2/8/17,Feb,5900 N WATERFRONT DR,  TACOMA,   WA,-122.515245  47.305941,"47.305941, -122.515245",10:00,Wednesday,0,0
4,13946,1722801517,Theft From Motor Vehicle,8/16/17,Aug,5900 N WATERFRONT DR,  TACOMA,   WA,-122.515245  47.305941,"47.305941, -122.515245",16:00,Wednesday,0,0
5,12741,1715209001,Theft From Motor Vehicle,5/26/17,May,5100 GREEN HILLS AV NE,  TACOMA,   WA,-122.42368  47.303811,"47.303811, -122.42368",13:00,Friday,0,0
6,14089,1732009007,Theft From Motor Vehicle,11/15/17,Nov,5100 GREEN HILLS AV NE,  TACOMA,   WA,-122.42368  47.303811,"47.303811, -122.42368",2:00,Wednesday,0,0
7,14090,1732009012,Theft From Motor Vehicle,11/15/17,Nov,5100 GREEN HILLS AV NE,  TACOMA,   WA,-122.42368  47.303811,"47.303811, -122.42368",21:00,Wednesday,0,0
8,13783,1732909018,Theft From Motor Vehicle,11/25/17,Nov,3200 MAPLEWOOD CIR NE,  TACOMA,   WA,-122.404758  47.30364,"47.30364, -122.404758",7:00,Saturday,0,0
9,12290,1707709002,Theft From Motor Vehicle,3/18/17,Mar,3100 52ND PL NE,  TACOMA,   WA,-122.405076  47.302954,"47.302954, -122.405076",3:00,Saturday,0,0
10,13404,1727009004,Theft From Motor Vehicle,9/22/17,Sep,1500 51ST ST NE,  TACOMA,   WA,-122.427739  47.302941,"47.302941, -122.427739",17:00,Friday,0,0
11,13322,1726209011,Theft From Motor Vehicle,9/17/17,Sep,1600 51ST ST NE,  TACOMA,   WA,-122.426815  47.302932,"47.302932, -122.426815",8:00,Sunday,0,0
12,13461,1727300993,Theft From Motor Vehicle,9/29/17,Sep,3400 52ND PL NE,  TACOMA,   WA,-122.401243  47.302926,"47.302926, -122.401243",0:00,Friday,0,0
13,12350,1708500771,Theft From Motor Vehicle,3/26/17,Mar,5700 N ANIMAL LOOP RD,  TACOMA,   WA,-122.523415  47.302234,"47.302234, -122.523415",9:00,Sunday,0,0
14,12446,1709800374,Theft From Motor Vehicle,3/31/17,Mar,5700 N ANIMAL LOOP RD,  TACOMA,   WA,-122.523415  47.302234,"47.302234, -122.523415",13:00,Friday,0,0
15,12714,1715002116,Theft From Motor Vehicle,5/30/17,May,5700 N ANIMAL LOOP RD,  TACOMA,   WA,-122.523415  47.302234,"47.302234, -122.523415",18:00,Tuesday,0,0
16,12958,1718702262,Theft From Motor Vehicle,7/6/17,Jul,5700 N ANIMAL LOOP RD,  TACOMA,   WA,-122.523415  47.302234,"47.302234, -122.523415",19:00,Thursday,0,0
17,13080,1720201277,Theft From Motor Vehicle,7/7/17,Jul,5700 N ANIMAL LOOP RD,  TACOMA,   WA,-122.523415  47.302234,"47.302234, -122.523415",11:00,Friday,0,0
18,13125,1720801181,Theft From Motor Vehicle,7/27/17,Jul,5700 N ANIMAL LOOP RD,  TACOMA,   WA,-122.523415  47.302234,"47.302234, -122.523415",11:00,Thursday,0,0
19,13751,1720301346,Theft From Motor Vehicle,7/22/17,Jul,5700 N ANIMAL LOOP RD,  TACOMA,   WA,-122.523415  47.302234,"47.302234, -122.523415",11:00,Saturday,0,0
20,12688,1714509009,Theft From Motor Vehicle,5/24/17,May,5500 FIVE MILE DR,  TACOMA,   WA,-122.524316  47.302051,"47.302051, -122.524316",6:00,Wednesday,0,0
21,13169,1721401603,Theft From Motor Vehicle,8/2/17,Aug,5500 FIVE MILE DR,  TACOMA,   WA,-122.524316  47.302051,"47.302051, -122.524316",15:00,Wednesday,0,0
22,12821,1716500379,Theft From Motor Vehicle,6/13/17,Jun,5400 N MILDRED ST,  TACOMA,   WA,-122.524442  47.301946,"47.301946, -122.524442",18:00,Tuesday,0,0
23,13846,1723301830,Theft From Motor Vehicle,8/21/17,Aug,5400 N MILDRED ST,  TACOMA,   WA,-122.524442  47.301946,"47.301946, -122.524442",19:00,Monday,1,New Moon
24,12234,1707009007,Theft From Motor Vehicle,3/10/17,Mar,5400 N PEARL ST,  TACOMA,   WA,-122.515693  47.301585,"47.301585, -122.515693",13:00,Friday,0,0
25,12462,1719409002,Theft From Motor Vehicle,7/11/17,Jul,5400 N PEARL ST,  TACOMA,   WA,-122.515693  47.301585,"47.301585, -122.515693",13:00,Tuesday,0,0
26,12520,1710909013,Theft From Motor Vehicle,4/19/17,Apr,5400 N PEARL ST,  TACOMA,   WA,-122.515693  47.301585,"47.301585, -122.515693",15:00,Wednesday,4,Last Quarter
27,12826,1716509008,Theft From Motor Vehicle,6/13/17,Jun,5400 N PEARL ST,  TACOMA,   WA,-122.515693  47.301585,"47.301585, -122.515693",18:00,Tuesday,0,0
28,12830,1716609002,Theft From Motor Vehicle,6/14/17,Jun,5400 N PEARL ST,  TACOMA,   WA,-122.515693  47.301585,"47.301585, -122.515693",10:00,Wednesday,0,0
29,12872,1717209009,Theft From Motor Vehicle,6/20/17,Jun,5400 N PEARL ST,  TACOMA,   WA,-122.515693  47.301585,"47.301585, -122.515693",18:00,Tuesday,0,0
30,12882,1717309012,Theft From Motor Vehicle,6/20/17,Jun,5400 N PEARL ST,  TACOMA,   WA,-122.515693  47.301585,"47.301585, -122.515693",18:00,Tuesday,0,0
31,13036,1719609014,Theft From Motor Vehicle,7/15/17,Jul,5400 N PEARL ST,  TACOMA,   WA,-122.515693  47.301585,"47.301585, -122.515693",19:00,Saturday,0,0
32,13332,1704509008,Theft From Motor Vehicle,2/11/17,Feb,5400 N PEARL ST,  TACOMA,   WA,-122.515693  47.301585,"47.301585, -122.515693",8:00,Saturday,0,0
33,13782,1732309016,Theft From Motor Vehicle,11/19/17,Nov,5400 N PEARL ST,  TACOMA,   WA,-122.515693  47.301585,"47.301585, -122.515693",7:00,Sunday,0,0
34,13850,1723309015,Theft From Motor Vehicle,8/21/17,Aug,5400 N PEARL ST,  TACOMA,   WA,-122.515693  47.301585,"47.301585, -122.515693",16:00,Monday,1,New Moon
35,13872,1723509020,Theft From Motor Vehicle,8/23/17,Aug,5400 N PEARL ST,  TACOMA,   WA,-122.515693  47.301585,"47.301585, -122.515693",11:00,Wednesday,0,0
36,13934,1724309021,Theft From Motor Vehicle,8/30/17,Aug,5400 N PEARL ST,  TACOMA,   WA,-122.515693  47.301585,"47.301585, -122.515693",18:00,Wednesday,0,0
37,14175,1733009029,Theft From Motor Vehicle,11/26/17,Nov,5400 N PEARL ST,  TACOMA,   WA,-122.515693  47.301585,"47.301585, -122.515693",16:00,Sunday,2,First Quarter
38,12964,1718801733,Theft From Motor Vehicle,7/7/17,Jul,5300 N MILDRED ST,  TACOMA,   WA,-122.526254  47.301041,"47.301041, -122.526254",16:00,Friday,0,0
39,13091,1720502205,Theft From Motor Vehicle,7/24/17,Jul,5300 N MILDRED ST,  TACOMA,   WA,-122.526254  47.301041,"47.301041, -122.526254",21:00,Monday,0,0
40,13290,1725909001,Theft From Motor Vehicle,9/16/17,Sep,1700 49TH ST NE,  TACOMA,   WA,-122.425176  47.300962,"47.300962, -122.425176",9:00,Saturday,0,0
41,11706,1700609003,Theft From Motor Vehicle,1/6/17,Jan,4800 NASSAU AV NE,  TACOMA,   WA,-122.402544  47.300111,"47.300111, -122.402544",1:00,Friday,0,0
42,12690,1714601778,Theft From Motor Vehicle,5/26/17,May,4800 NASSAU AV NE,  TACOMA,   WA,-122.402544  47.300111,"47.300111, -122.402544",16:00,Friday,0,0
43,11823,1717009014,Theft From Motor Vehicle,6/18/17,Jun,4500 KENNEDY RD NE,  TACOMA,   WA,-122.430632  47.299649,"47.299649, -122.430632",22:00,Sunday,0,0
44,14104,1732209005,Theft From Motor Vehicle,11/17/17,Nov,3300 48TH ST NE,  TACOMA,   WA,-122.401843  47.299516,"47.299516, -122.401843",22:00,Friday,0,0
45,13104,1720509039,Theft From Motor Vehicle,7/17/17,Jul,5000 FAIRWOOD BLVD NE,  TACOMA,   WA,-122.391846  47.299477,"47.299477, -122.391846",0:00,Monday,0,0
46,14101,1732209002,Theft From Motor Vehicle,11/18/17,Nov,4700 35TH AV NE,  TACOMA,   WA,-122.399565  47.29908,"47.29908, -122.399565",5:00,Saturday,1,New Moon
47,14147,1732609006,Theft From Motor Vehicle,11/22/17,Nov,4600 LIGHTHOUSE DR NE,  TACOMA,   WA,-122.411538  47.298902,"47.298902, -122.411538",1:00,Wednesday,0,0
48,13149,1721200764,Theft From Motor Vehicle,7/7/17,Jul,5100 N PEARL ST,  TACOMA,   WA,-122.515689  47.298573,"47.298573, -122.515689",8:00,Friday,0,0
49,13646,1729101253,Theft From Motor Vehicle,10/17/17,Oct,5100 N MILDRED ST,  TACOMA,   WA,-122.52629  47.29849,"47.29849, -122.52629",7:00,Tuesday,0,0
50,12660,1714009007,Theft From Motor Vehicle,5/19/17,May,4600 45TH AV NE,  TACOMA,   WA,-122.387449  47.298448,"47.298448, -122.387449",21:00,Friday,0,0
51,12839,1724409010,Theft From Motor Vehicle,9/1/17,Sep,4600 45TH AV NE,  TACOMA,   WA,-122.387449  47.298448,"47.298448, -122.387449",11:00,Friday,0,0
52,13496,1727501360,Theft From Motor Vehicle,10/1/17,Oct,4600 45TH AV NE,  TACOMA,   WA,-122.387449  47.298448,"47.298448, -122.387449",23:00,Sunday,0,0
53,14096,1732109004,Theft From Motor Vehicle,11/17/17,Nov,4600 45TH AV NE,  TACOMA,   WA,-122.387449  47.298448,"47.298448, -122.387449",7:00,Friday,0,0
54,12001,1703809001,Theft From Motor Vehicle,2/1/17,Feb,4900 FAIRWOOD BLVD NE,  TACOMA,   WA,-122.392619  47.298262,"47.298262, -122.392619",0:00,Wednesday,0,0
55,13832,1723000397,Theft From Motor Vehicle,8/17/17,Aug,4900 FAIRWOOD BLVD NE,  TACOMA,   WA,-122.392619  47.298262,"47.298262, -122.392619",21:00,Thursday,0,0
56,14103,1732209004,Theft From Motor Vehicle,11/17/17,Nov,4700 FAIRWOOD BLVD NE,  TACOMA,   WA,-122.393095  47.297844,"47.297844, -122.393095",21:00,Friday,0,0
57,13348,1728501375,Theft From Motor Vehicle,10/12/17,Oct,4700 FAIRWOOD BLVD NE,  TACOMA,   WA,-122.393101  47.297834,"47.297834, -122.393101",16:00,Thursday,4,Last Quarter
58,14168,1733000808,Theft From Motor Vehicle,11/26/17,Nov,4500 NASSAU AV NE,  TACOMA,   WA,-122.401366  47.297595,"47.297595, -122.401366",12:00,Sunday,2,First Quarter
59,13462,1710009004,Theft From Motor Vehicle,4/8/17,Apr,5000 N LEXINGTON ST,  TACOMA,   WA,-122.524952  47.297423,"47.297423, -122.524952",19:00,Saturday,0,0
60,13463,1710009005,Theft From Motor Vehicle,4/8/17,Apr,5000 N LEXINGTON ST,  TACOMA,   WA,-122.524952  47.297423,"47.297423, -122.524952",22:00,Saturday,0,0
61,13572,1728509027,Theft From Motor Vehicle,10/12/17,Oct,4500 FAIRWOOD BLVD NE,  TACOMA,   WA,-122.393345  47.297226,"47.297226, -122.393345",0:00,Thursday,4,Last Quarter
62,14106,1732209008,Theft From Motor Vehicle,11/17/17,Nov,3500 NASSAU PL NE,  TACOMA,   WA,-122.400488  47.297207,"47.297207, -122.400488",22:00,Friday,0,0
63,14231,1713209009,Theft From Motor Vehicle,5/11/17,May,4500 COUNTRY CLUB DR NE,  TACOMA,   WA,-122.396517  47.297174,"47.297174, -122.396517",6:00,Thursday,0,0
64,14023,1731101485,Theft From Motor Vehicle,11/4/17,Nov,5600 MARINE VIEW DR,  TACOMA,   WA,-122.417643  47.296817,"47.296817, -122.417643",3:00,Saturday,0,0
65,11962,1702909010,Theft From Motor Vehicle,1/29/17,Jan,5000 N MILDRED ST,  TACOMA,   WA,-122.525688  47.296331,"47.296331, -122.525688",9:00,Sunday,0,0
66,13473,1727309001,Theft From Motor Vehicle,9/28/17,Sep,5000 N VISSCHER ST,  TACOMA,   WA,-122.516969  47.296264,"47.296264, -122.516969",21:00,Thursday,0,0
67,13458,1727209008,Theft From Motor Vehicle,9/28/17,Sep,6700 N PARKSIDE LN,  TACOMA,   WA,-122.526312  47.295972,"47.295972, -122.526312",22:00,Thursday,0,0
68,13754,1729809009,Theft From Motor Vehicle,10/19/17,Oct,4300 FAIRWOOD BLVD NE,  TACOMA,   WA,-122.392359  47.295923,"47.295923, -122.392359",20:00,Thursday,1,New Moon
69,13162,1721301980,Theft From Motor Vehicle,7/31/17,Jul,5400 MARINE VIEW DR,  TACOMA,   WA,-122.415955  47.295803,"47.295803, -122.415955",19:00,Monday,0,0
70,13180,1724709006,Theft From Motor Vehicle,9/3/17,Sep,4500 43RD ST NE,  TACOMA,   WA,-122.384338  47.295516,"47.295516, -122.384338",22:00,Sunday,0,0
71,14102,1732209003,Theft From Motor Vehicle,11/17/17,Nov,4100 FAIRWOOD BLVD NE,  TACOMA,   WA,-122.392939  47.295238,"47.295238, -122.392939",23:00,Friday,0,0
72,13953,1730209005,Theft From Motor Vehicle,10/29/17,Oct,5300 MARINE VIEW DR,  TACOMA,   WA,-122.41512  47.295214,"47.295214, -122.41512",3:00,Sunday,0,0
73,13755,1729809012,Theft From Motor Vehicle,10/24/17,Oct,4200 40TH AV NE,  TACOMA,   WA,-122.39419  47.29506,"47.29506, -122.39419",21:00,Tuesday,0,0
74,12030,1704201012,Theft From Motor Vehicle,2/11/17,Feb,5000 RUSTON WY,  TACOMA,   WA,-122.499145  47.294581,"47.294581, -122.499145",8:00,Saturday,0,0
75,12527,1711109015,Theft From Motor Vehicle,4/20/17,Apr,4900 N VISSCHER ST,  TACOMA,   WA,-122.517026  47.294459,"47.294459, -122.517026",18:00,Thursday,0,0
76,12647,1713709008,Theft From Motor Vehicle,5/15/17,May,4200 49TH AV NE,  TACOMA,   WA,-122.382148  47.294419,"47.294419, -122.382148",14:00,Monday,0,0
77,11822,1717009012,Theft From Motor Vehicle,6/18/17,Jun,5100 N RUBY ST,  TACOMA,   WA,-122.505726  47.293916,"47.293916, -122.505726",1:00,Sunday,0,0
78,14225,1708209029,Theft From Motor Vehicle,3/22/17,Mar,4800 N VISSCHER ST,  TACOMA,   WA,-122.517039  47.293789,"47.293789, -122.517039",18:00,Wednesday,0,0
79,12942,1718309002,Theft From Motor Vehicle,7/1/17,Jul,4100 49TH AV NE,  TACOMA,   WA,-122.382145  47.293714,"47.293714, -122.382145",18:00,Saturday,0,0
80,13525,1730109023,Theft From Motor Vehicle,10/28/17,Oct,4100 49TH AV NE,  TACOMA,   WA,-122.382145  47.293714,"47.293714, -122.382145",15:00,Saturday,0,0
81,13607,1728601200,Theft From Motor Vehicle,10/13/17,Oct,4100 49TH AV NE,  TACOMA,   WA,-122.382145  47.293714,"47.293714, -122.382145",1:00,Friday,0,0
82,13792,1722109006,Theft From Motor Vehicle,8/6/17,Aug,4100 44TH AV NE,  TACOMA,   WA,-122.389468  47.293702,"47.293702, -122.389468",1:00,Sunday,0,0
83,12923,1717809007,Theft From Motor Vehicle,6/26/17,Jun,5000 MARINE VIEW DR,  TACOMA,   WA,-122.412546  47.293559,"47.293559, -122.412546",13:00,Monday,0,0
84,13673,1717609012,Theft From Motor Vehicle,6/25/17,Jun,5000 MARINE VIEW DR,  TACOMA,   WA,-122.412546  47.293559,"47.293559, -122.412546",12:00,Sunday,0,0
85,11971,1703009009,Theft From Motor Vehicle,1/28/17,Jan,5100 N 48TH ST,  TACOMA,   WA,-122.505288  47.29296,"47.29296, -122.505288",22:00,Saturday,0,0
86,12268,1707509019,Theft From Motor Vehicle,3/14/17,Mar,3800 N SHORE BLVD NE,  TACOMA,   WA,-122.397689  47.292229,"47.292229, -122.397689",12:00,Tuesday,0,0
87,13664,1722809030,Theft From Motor Vehicle,8/15/17,Aug,3800 NASSAU AV NE,  TACOMA,   WA,-122.39895  47.291956,"47.291956, -122.39895",1:00,Tuesday,0,0
88,13965,1730500275,Theft From Motor Vehicle,11/1/17,Nov,3900 48TH AV NE,  TACOMA,   WA,-122.384325  47.291816,"47.291816, -122.384325",5:00,Wednesday,0,0
89,13047,1719909013,Theft From Motor Vehicle,7/16/17,Jul,4700 N BALTIMORE ST,  TACOMA,   WA,-122.507736  47.291578,"47.291578, -122.507736",16:00,Sunday,4,Last Quarter
90,12642,1713609039,Theft From Motor Vehicle,5/16/17,May,3800 49TH AV NE,  TACOMA,   WA,-122.382192  47.291196,"47.291196, -122.382192",0:00,Tuesday,0,0
91,12426,1719209027,Theft From Motor Vehicle,6/29/17,Jun,4600 N PEARL ST,  TACOMA,   WA,-122.515705  47.290818,"47.290818, -122.515705",4:00,Thursday,0,0
92,11676,1700401390,Theft From Motor Vehicle,1/4/17,Jan,5700 N 46TH ST,  TACOMA,   WA,-122.514059  47.290795,"47.290795, -122.514059",9:00,Wednesday,0,0
93,13010,1719209017,Theft From Motor Vehicle,7/10/17,Jul,4500 N MULLEN ST,  TACOMA,   WA,-122.501112  47.290151,"47.290151, -122.501112",2:00,Monday,0,0
94,12911,1724709001,Theft From Motor Vehicle,9/2/17,Sep,3600 55TH AV NE,  TACOMA,   WA,-122.374546  47.290083,"47.290083, -122.374546",0:00,Saturday,0,0
95,12761,1715509012,Theft From Motor Vehicle,6/3/17,Jun,5000 37TH ST NE,  TACOMA,   WA,-122.3803  47.289738,"47.289738, -122.3803",2:00,Saturday,0,0
96,13895,1723909002,Theft From Motor Vehicle,8/26/17,Aug,4500 36TH ST NE,  TACOMA,   WA,-122.387491  47.28973,"47.28973, -122.387491",7:00,Saturday,0,0
97,13251,1702609016,Theft From Motor Vehicle,1/20/17,Jan,4600 36TH ST NE,  TACOMA,   WA,-122.386316  47.289711,"47.289711, -122.386316",0:00,Friday,0,0
98,12955,1718601159,Theft From Motor Vehicle,7/5/17,Jul,4500 N VERDE ST,  TACOMA,   WA,-122.497264  47.289704,"47.289704, -122.497264",12:00,Wednesday,0,0
99,12503,1723209002,Theft From Motor Vehicle,8/18/17,Aug,3600 SPYGLASS DR NE,  TACOMA,   WA,-122.393121  47.289565,"47.289565, -122.393121",20:00,Friday,0,0
100,11924,1702509002,Theft From Motor Vehicle,1/21/17,Jan,3500 45TH AV NE,  TACOMA,   WA,-122.387592  47.289153,"47.289153, -122.387592",3:00,Saturday,0,0
101,12442,1709709025,Theft From Motor Vehicle,4/6/17,Apr,3500 45TH AV NE,  TACOMA,   WA,-122.387592  47.289153,"47.289153, -122.387592",18:00,Thursday,0,0
102,12668,1714101627,Theft From Motor Vehicle,5/18/17,May,3500 53RD AV NE,  TACOMA,   WA,-122.375942  47.289004,"47.289004, -122.375942",20:00,Thursday,4,Last Quarter
103,12504,1723300946,Theft From Motor Vehicle,8/15/17,Aug,5500 N 44TH ST,  TACOMA,   WA,-122.510518  47.288951,"47.288951, -122.510518",16:00,Tuesday,0,0
104,13967,1722201470,Theft From Motor Vehicle,8/6/17,Aug,5500 N 44TH ST,  TACOMA,   WA,-122.510518  47.288951,"47.288951, -122.510518",15:00,Sunday,0,0
105,13915,1722609020,Theft From Motor Vehicle,8/14/17,Aug,4300 N VISSCHER ST,  TACOMA,   WA,-122.517126  47.28878,"47.28878, -122.517126",15:00,Monday,4,Last Quarter
106,12742,1715209006,Theft From Motor Vehicle,5/30/17,May,4200 N VASSAULT ST,  TACOMA,   WA,-122.5211  47.288659,"47.288659, -122.5211",21:00,Tuesday,0,0
107,12693,1714609005,Theft From Motor Vehicle,5/25/17,May,4300 N HIGHLAND AV,  TACOMA,   WA,-122.514142  47.288087,"47.288087, -122.514142",1:00,Thursday,1,New Moon
108,12774,1715601314,Theft From Motor Vehicle,6/4/17,Jun,5300 N 43RD ST,  TACOMA,   WA,-122.507811  47.288028,"47.288028, -122.507811",12:00,Sunday,0,0
109,13280,1725809011,Theft From Motor Vehicle,9/10/17,Sep,5100 N 43RD ST,  TACOMA,   WA,-122.50512  47.288015,"47.288015, -122.50512",23:00,Sunday,0,0
110,13743,1729709008,Theft From Motor Vehicle,10/23/17,Oct,3400 CENTENNIAL WY NE,  TACOMA,   WA,-122.380133  47.287973,"47.287973, -122.380133",22:00,Monday,0,0
111,13518,1729901330,Theft From Motor Vehicle,10/25/17,Oct,4000 PINEHURST DR NE,  TACOMA,   WA,-122.392169  47.287506,"47.287506, -122.392169",19:00,Wednesday,0,0
112,14097,1732109006,Theft From Motor Vehicle,11/14/17,Nov,6400 N 42ND ST,  TACOMA,   WA,-122.522793  47.287268,"47.287268, -122.522793",4:00,Tuesday,0,0
113,11859,1702002020,Theft From Motor Vehicle,1/20/17,Jan,4000 RUSTON WY,  TACOMA,   WA,-122.489472  47.287232,"47.287232, -122.489472",18:00,Friday,0,0
114,12827,1716509009,Theft From Motor Vehicle,6/13/17,Jun,4000 RUSTON WY,  TACOMA,   WA,-122.489472  47.287232,"47.287232, -122.489472",17:00,Tuesday,0,0
115,12463,1709900640,Theft From Motor Vehicle,4/9/17,Apr,6000 N 42ND ST,  TACOMA,   WA,-122.517146  47.287204,"47.287204, -122.517146",0:00,Sunday,0,0
116,14192,1733109048,Theft From Motor Vehicle,11/26/17,Nov,4200 N GOVE ST,  TACOMA,   WA,-122.499823  47.287051,"47.287051, -122.499823",22:00,Sunday,2,First Quarter
117,13134,1720900307,Theft From Motor Vehicle,7/28/17,Jul,4500 N 42ND ST,  TACOMA,   WA,-122.497309  47.287021,"47.287021, -122.497309",4:00,Friday,0,0
118,12252,1707201672,Theft From Motor Vehicle,3/12/17,Mar,4100 N MULLEN ST,  TACOMA,   WA,-122.501174  47.286288,"47.286288, -122.501174",20:00,Sunday,3,Full Moon
119,12535,1711301360,Theft From Motor Vehicle,4/23/17,Apr,4900 32ND ST NE,  TACOMA,   WA,-122.382224  47.285507,"47.285507, -122.382224",15:00,Sunday,0,0
120,13539,1728009001,Theft From Motor Vehicle,10/6/17,Oct,5300 N 40TH ST,  TACOMA,   WA,-122.508097  47.285308,"47.285308, -122.508097",4:00,Friday,0,0
121,12798,1716209005,Theft From Motor Vehicle,6/2/17,Jun,3100 58TH AV NE,  TACOMA,   WA,-122.37003  47.285226,"47.285226, -122.37003",23:00,Friday,0,0
122,14057,1731700673,Theft From Motor Vehicle,11/12/17,Nov,4900 N 39TH ST,  TACOMA,   WA,-122.502735  47.284654,"47.284654, -122.502735",23:00,Sunday,0,0
123,13714,1729309015,Theft From Motor Vehicle,10/19/17,Oct,3000 44TH AV NE,  TACOMA,   WA,-122.388965  47.284602,"47.284602, -122.388965",21:00,Thursday,1,New Moon
124,12159,1706109005,Theft From Motor Vehicle,3/1/17,Mar,3900 N HIGHLAND ST,  TACOMA,   WA,-122.515024  47.28414,"47.28414, -122.515024",21:00,Wednesday,0,0
125,14210,1712909025,Theft From Motor Vehicle,5/9/17,May,3900 N PEARL ST,  TACOMA,   WA,-122.515857  47.283982,"47.283982, -122.515857",16:00,Tuesday,0,0
126,13414,1707500432,Theft From Motor Vehicle,3/15/17,Mar,3800 N WINNIFRED ST,  TACOMA,   WA,-122.510492  47.283478,"47.283478, -122.510492",18:00,Wednesday,0,0
127,13578,1714609012,Theft From Motor Vehicle,5/21/17,May,6100 29TH ST NE,  TACOMA,   WA,-122.366043  47.282754,"47.282754, -122.366043",6:00,Sunday,0,0
128,11660,1700309003,Theft From Motor Vehicle,1/1/17,Jan,3800 N PEARL ST,  TACOMA,   WA,-122.515868  47.282745,"47.282745, -122.515868",18:00,Sunday,0,0
129,12795,1716209001,Theft From Motor Vehicle,6/10/17,Jun,5900 29TH ST NE,  TACOMA,   WA,-122.368559  47.282706,"47.282706, -122.368559",7:00,Saturday,0,0
130,11827,1725309001,Theft From Motor Vehicle,9/9/17,Sep,6100 N 37TH ST,  TACOMA,   WA,-122.519011  47.281845,"47.281845, -122.519011",1:00,Saturday,0,0
131,12799,1716209008,Theft From Motor Vehicle,6/10/17,Jun,6100 N 37TH ST,  TACOMA,   WA,-122.519011  47.281845,"47.281845, -122.519011",7:00,Saturday,0,0
132,12327,1708101758,Theft From Motor Vehicle,3/22/17,Mar,5600 N 37TH ST,  TACOMA,   WA,-122.510802  47.281695,"47.281695, -122.510802",13:00,Wednesday,0,0
133,12522,1711100572,Theft From Motor Vehicle,4/20/17,Apr,5600 N 37TH ST,  TACOMA,   WA,-122.510802  47.281695,"47.281695, -122.510802",20:00,Thursday,0,0
134,13359,1706509034,Theft From Motor Vehicle,3/4/17,Mar,5600 N 37TH ST,  TACOMA,   WA,-122.510802  47.281695,"47.281695, -122.510802",22:00,Saturday,0,0
135,13536,1727909002,Theft From Motor Vehicle,10/5/17,Oct,5600 N 37TH ST,  TACOMA,   WA,-122.510802  47.281695,"47.281695, -122.510802",5:00,Thursday,3,Full Moon
136,13726,1729501949,Theft From Motor Vehicle,10/22/17,Oct,5600 N 37TH ST,  TACOMA,   WA,-122.510802  47.281695,"47.281695, -122.510802",18:00,Sunday,0,0
137,12754,1715409021,Theft From Motor Vehicle,6/3/17,Jun,3700 N VILLARD ST,  TACOMA,   WA,-122.506743  47.281573,"47.281573, -122.506743",7:00,Saturday,0,0
138,13070,1717301907,Theft From Motor Vehicle,6/22/17,Jun,3300 RUSTON WY,  TACOMA,   WA,-122.479494  47.28146,"47.28146, -122.479494",19:00,Thursday,0,0
139,11883,1702209003,Theft From Motor Vehicle,1/20/17,Jan,3200 RUSTON WY,  TACOMA,   WA,-122.478244  47.28084,"47.28084, -122.478244",16:00,Friday,0,0
140,11902,1702309005,Theft From Motor Vehicle,1/22/17,Jan,5800 N 35TH ST,  TACOMA,   WA,-122.515579  47.27988,"47.27988, -122.515579",10:00,Sunday,0,0
141,13433,1729609008,Theft From Motor Vehicle,10/21/17,Oct,5800 N 35TH ST,  TACOMA,   WA,-122.515579  47.27988,"47.27988, -122.515579",22:00,Saturday,0,0
142,13829,1722902002,Theft From Motor Vehicle,8/17/17,Aug,3500 N PEARL ST,  TACOMA,   WA,-122.515892  47.27988,"47.27988, -122.515892",19:00,Thursday,0,0
143,14141,1732600743,Theft From Motor Vehicle,11/22/17,Nov,5800 N 35TH ST,  TACOMA,   WA,-122.515579  47.27988,"47.27988, -122.515579",8:00,Wednesday,0,0
144,13189,1724909005,Theft From Motor Vehicle,9/6/17,Sep,3100 RUSTON WY,  TACOMA,   WA,-122.476235  47.279829,"47.279829, -122.476235",9:00,Wednesday,3,Full Moon
145,13271,1725800780,Theft From Motor Vehicle,9/14/17,Sep,3500 N CHEYENNE ST,  TACOMA,   WA,-122.498581  47.279643,"47.279643, -122.498581",22:00,Thursday,0,0
146,12547,1711500802,Theft From Motor Vehicle,4/25/17,Apr,3000 RUSTON WY,  TACOMA,   WA,-122.475498  47.279417,"47.279417, -122.475498",11:00,Tuesday,0,0
147,12980,1718909012,Theft From Motor Vehicle,7/7/17,Jul,3000 RUSTON WY,  TACOMA,   WA,-122.475498  47.279417,"47.279417, -122.475498",17:00,Friday,0,0
148,13259,1728100997,Theft From Motor Vehicle,10/8/17,Oct,3900 E 11TH ST,  TACOMA,   WA,-122.392277  47.279225,"47.279225, -122.392277",10:00,Sunday,0,0
149,11736,1700909016,Theft From Motor Vehicle,1/4/17,Jan,3600 N 34TH ST,  TACOMA,   WA,-122.484833  47.278597,"47.278597, -122.484833",23:00,Wednesday,0,0
