,Index,incident_number,crime,occurred_on,month,intersection,city,state,geometry,location,time,day_of_week,moon_phaseid,moon_phase
1397,12383,1709009007,Theft From Motor Vehicle,3/30/17,Mar,1300 S 38TH ST,  TACOMA,   WA,-122.4508  47.223143,"47.223143, -122.4508",18:00,Thursday,0,0
1398,12917,1724901596,Theft From Motor Vehicle,9/6/17,Sep,1300 S 38TH ST,  TACOMA,   WA,-122.4508  47.223143,"47.223143, -122.4508",14:00,Wednesday,3,Full Moon
1399,13257,1728000726,Theft From Motor Vehicle,10/7/17,Oct,1300 S 38TH ST,  TACOMA,   WA,-122.4508  47.223143,"47.223143, -122.4508",9:00,Saturday,0,0
1400,13369,1707109008,Theft From Motor Vehicle,3/11/17,Mar,1300 S 38TH ST,  TACOMA,   WA,-122.4508  47.223143,"47.223143, -122.4508",12:00,Saturday,0,0
1401,13419,1708801684,Theft From Motor Vehicle,3/29/17,Mar,1300 S 38TH ST,  TACOMA,   WA,-122.4508  47.223143,"47.223143, -122.4508",18:00,Wednesday,0,0
1402,13549,1728201785,Theft From Motor Vehicle,10/9/17,Oct,1300 S 38TH ST,  TACOMA,   WA,-122.4508  47.223143,"47.223143, -122.4508",19:00,Monday,0,0
1403,12000,1703801646,Theft From Motor Vehicle,2/7/17,Feb,1200 S 38TH ST,  TACOMA,   WA,-122.449438  47.223133,"47.223133, -122.449438",18:00,Tuesday,0,0
1404,12137,1705809009,Theft From Motor Vehicle,2/27/17,Feb,3800 S K ST,  TACOMA,   WA,-122.447763  47.223118,"47.223118, -122.447763",1:00,Monday,0,0
1405,12612,1712909004,Theft From Motor Vehicle,5/8/17,May,3800 S K ST,  TACOMA,   WA,-122.447763  47.223118,"47.223118, -122.447763",4:00,Monday,0,0
1406,11673,1700401158,Theft From Motor Vehicle,1/4/17,Jan,1300 E 38TH ST,  TACOMA,   WA,-122.413107  47.223107,"47.223107, -122.413107",11:00,Wednesday,0,0
1407,11674,1700401159,Theft From Motor Vehicle,1/4/17,Jan,1300 E 38TH ST,  TACOMA,   WA,-122.413107  47.223107,"47.223107, -122.413107",11:00,Wednesday,0,0
1408,12855,1717009003,Theft From Motor Vehicle,6/18/17,Jun,1300 E 38TH ST,  TACOMA,   WA,-122.413107  47.223107,"47.223107, -122.413107",11:00,Sunday,0,0
1409,13974,1730509008,Theft From Motor Vehicle,10/31/17,Oct,1300 E 38TH ST,  TACOMA,   WA,-122.413107  47.223107,"47.223107, -122.413107",13:00,Tuesday,0,0
1410,12048,1704400348,Theft From Motor Vehicle,2/12/17,Feb,100 S 38TH ST,  TACOMA,   WA,-122.431352  47.223098,"47.223098, -122.431352",21:00,Sunday,0,0
1411,13940,1730000925,Theft From Motor Vehicle,10/24/17,Oct,100 S 38TH ST,  TACOMA,   WA,-122.431352  47.223098,"47.223098, -122.431352",21:00,Tuesday,0,0
1412,13986,1730701830,Theft From Motor Vehicle,11/3/17,Nov,100 S 38TH ST,  TACOMA,   WA,-122.431352  47.223098,"47.223098, -122.431352",19:00,Friday,3,Full Moon
1413,14178,1733009031,Theft From Motor Vehicle,11/25/17,Nov,100 S 38TH ST,  TACOMA,   WA,-122.431352  47.223098,"47.223098, -122.431352",7:00,Saturday,0,0
1414,11788,1701501034,Theft From Motor Vehicle,1/14/17,Jan,3800 YAKIMA AV,  TACOMA,   WA,-122.443274  47.223075,"47.223075, -122.443274",19:00,Saturday,0,0
1415,12129,1705701587,Theft From Motor Vehicle,2/26/17,Feb,3800 YAKIMA AV,  TACOMA,   WA,-122.443274  47.223075,"47.223075, -122.443274",19:00,Sunday,1,New Moon
1416,12562,1711709015,Theft From Motor Vehicle,4/27/17,Apr,3800 YAKIMA AV,  TACOMA,   WA,-122.443274  47.223075,"47.223075, -122.443274",12:00,Thursday,0,0
1417,12585,1712201199,Theft From Motor Vehicle,5/2/17,May,3800 YAKIMA AV,  TACOMA,   WA,-122.443274  47.223075,"47.223075, -122.443274",14:00,Tuesday,2,First Quarter
1418,13044,1719800820,Theft From Motor Vehicle,7/17/17,Jul,800 S 38TH ST,  TACOMA,   WA,-122.443274  47.223075,"47.223075, -122.443274",4:00,Monday,0,0
1419,13422,1709209020,Theft From Motor Vehicle,4/2/17,Apr,3800 YAKIMA AV,  TACOMA,   WA,-122.443274  47.223075,"47.223075, -122.443274",19:00,Sunday,0,0
1420,13716,1729309022,Theft From Motor Vehicle,10/20/17,Oct,3800 YAKIMA AV,  TACOMA,   WA,-122.443274  47.223075,"47.223075, -122.443274",21:00,Friday,0,0
1421,13947,1730109011,Theft From Motor Vehicle,10/27/17,Oct,3800 YAKIMA AV,  TACOMA,   WA,-122.443274  47.223075,"47.223075, -122.443274",18:00,Friday,2,First Quarter
1422,11755,1701009020,Theft From Motor Vehicle,1/6/17,Jan,600 S 38TH ST,  TACOMA,   WA,-122.439476  47.223073,"47.223073, -122.439476",13:00,Friday,0,0
1423,12656,1713901658,Theft From Motor Vehicle,5/18/17,May,600 S 38TH ST,  TACOMA,   WA,-122.439476  47.223073,"47.223073, -122.439476",19:00,Thursday,4,Last Quarter
1424,12939,1718209002,Theft From Motor Vehicle,7/1/17,Jul,600 S 38TH ST,  TACOMA,   WA,-122.439476  47.223073,"47.223073, -122.439476",9:00,Saturday,0,0
1425,13323,1726209043,Theft From Motor Vehicle,9/15/17,Sep,600 S 38TH ST,  TACOMA,   WA,-122.439476  47.223073,"47.223073, -122.439476",20:00,Friday,0,0
1426,13624,1728901274,Theft From Motor Vehicle,10/16/17,Oct,600 S 38TH ST,  TACOMA,   WA,-122.439476  47.223073,"47.223073, -122.439476",15:00,Monday,0,0
1427,13791,1722101478,Theft From Motor Vehicle,8/9/17,Aug,600 S 38TH ST,  TACOMA,   WA,-122.439476  47.223073,"47.223073, -122.439476",15:00,Wednesday,0,0
1428,14189,1733109031,Theft From Motor Vehicle,11/13/17,Nov,600 S 38TH ST,  TACOMA,   WA,-122.439476  47.223073,"47.223073, -122.439476",5:00,Monday,0,0
1429,12439,1709709019,Theft From Motor Vehicle,4/5/17,Apr,700 S 38TH ST,  TACOMA,   WA,-122.440625  47.223067,"47.223067, -122.440625",16:00,Wednesday,0,0
1430,12440,1709709022,Theft From Motor Vehicle,4/7/17,Apr,700 S 38TH ST,  TACOMA,   WA,-122.440625  47.223067,"47.223067, -122.440625",17:00,Friday,0,0
1431,12490,1710509018,Theft From Motor Vehicle,4/15/17,Apr,700 S 38TH ST,  TACOMA,   WA,-122.440625  47.223067,"47.223067, -122.440625",19:00,Saturday,0,0
1432,12626,1713400853,Theft From Motor Vehicle,5/14/17,May,700 S 38TH ST,  TACOMA,   WA,-122.440625  47.223067,"47.223067, -122.440625",12:00,Sunday,0,0
1433,13621,1728809007,Theft From Motor Vehicle,10/14/17,Oct,700 S 38TH ST,  TACOMA,   WA,-122.440625  47.223067,"47.223067, -122.440625",23:00,Saturday,0,0
1434,13650,1729109005,Theft From Motor Vehicle,10/17/17,Oct,700 S 38TH ST,  TACOMA,   WA,-122.440625  47.223067,"47.223067, -122.440625",6:00,Tuesday,0,0
1435,12341,1708309001,Theft From Motor Vehicle,3/22/17,Mar,4100 S 38TH ST,  TACOMA,   WA,-122.491741  47.22306,"47.22306, -122.491741",18:00,Wednesday,0,0
1436,13311,1726109032,Theft From Motor Vehicle,9/3/17,Sep,3800 S J ST,  TACOMA,   WA,-122.446281  47.223054,"47.223054, -122.446281",0:00,Sunday,0,0
1437,12516,1710901838,Theft From Motor Vehicle,4/19/17,Apr,3800 TACOMA AV S,  TACOMA,   WA,-122.439076  47.223018,"47.223018, -122.439076",18:00,Wednesday,4,Last Quarter
1438,13679,1731600948,Theft From Motor Vehicle,11/11/17,Nov,3800 TACOMA AV S,  TACOMA,   WA,-122.439076  47.223018,"47.223018, -122.439076",18:00,Saturday,0,0
1439,13645,1729100786,Theft From Motor Vehicle,10/18/17,Oct,3800 E G ST,  TACOMA,   WA,-122.421984  47.222849,"47.222849, -122.421984",5:00,Wednesday,0,0
1440,12342,1708309006,Theft From Motor Vehicle,3/24/17,Mar,3800 PACIFIC AV,  TACOMA,   WA,-122.434029  47.222555,"47.222555, -122.434029",13:00,Friday,0,0
1441,11894,1702300908,Theft From Motor Vehicle,1/23/17,Jan,2500 S 38TH ST,  TACOMA,   WA,-122.468624  47.222496,"47.222496, -122.468624",12:00,Monday,0,0
1442,13647,1729101281,Theft From Motor Vehicle,10/18/17,Oct,2500 S 38TH ST,  TACOMA,   WA,-122.468624  47.222496,"47.222496, -122.468624",9:00,Wednesday,0,0
1443,13749,1729801995,Theft From Motor Vehicle,10/25/17,Oct,2500 S 38TH ST,  TACOMA,   WA,-122.468624  47.222496,"47.222496, -122.468624",20:00,Wednesday,0,0
1444,13917,1732801240,Theft From Motor Vehicle,11/24/17,Nov,2500 S 38TH ST,  TACOMA,   WA,-122.468624  47.222496,"47.222496, -122.468624",17:00,Friday,0,0
1445,14061,1731701725,Theft From Motor Vehicle,11/13/17,Nov,2500 S 38TH ST,  TACOMA,   WA,-122.468624  47.222496,"47.222496, -122.468624",17:00,Monday,0,0
1446,11727,1700901716,Theft From Motor Vehicle,1/9/17,Jan,2900 S 38TH ST,  TACOMA,   WA,-122.47368  47.222469,"47.222469, -122.47368",19:00,Monday,0,0
1447,11880,1702201465,Theft From Motor Vehicle,1/22/17,Jan,2900 S 38TH ST,  TACOMA,   WA,-122.47368  47.222469,"47.222469, -122.47368",16:00,Sunday,0,0
1448,12526,1711102485,Theft From Motor Vehicle,4/21/17,Apr,2900 S 38TH ST,  TACOMA,   WA,-122.47368  47.222469,"47.222469, -122.47368",22:00,Friday,0,0
1449,12590,1712209022,Theft From Motor Vehicle,5/1/17,May,2900 S 38TH ST,  TACOMA,   WA,-122.47368  47.222469,"47.222469, -122.47368",11:00,Monday,0,0
1450,12986,1719001807,Theft From Motor Vehicle,7/9/17,Jul,2900 S 38TH ST,  TACOMA,   WA,-122.47368  47.222469,"47.222469, -122.47368",19:00,Sunday,0,0
1451,13059,1720001722,Theft From Motor Vehicle,7/19/17,Jul,2900 S 38TH ST,  TACOMA,   WA,-122.47368  47.222469,"47.222469, -122.47368",17:00,Wednesday,0,0
1452,13152,1721202019,Theft From Motor Vehicle,7/31/17,Jul,2900 S 38TH ST,  TACOMA,   WA,-122.47368  47.222469,"47.222469, -122.47368",19:00,Monday,0,0
1453,13728,1729600571,Theft From Motor Vehicle,10/23/17,Oct,2900 S 38TH ST,  TACOMA,   WA,-122.47368  47.222469,"47.222469, -122.47368",4:00,Monday,0,0
1454,13836,1723009009,Theft From Motor Vehicle,8/12/17,Aug,2900 S 38TH ST,  TACOMA,   WA,-122.47368  47.222469,"47.222469, -122.47368",4:00,Saturday,0,0
1455,13918,1732801339,Theft From Motor Vehicle,11/24/17,Nov,3800 S PINE ST,  TACOMA,   WA,-122.473611  47.222469,"47.222469, -122.473611",16:00,Friday,0,0
1456,14196,1733101810,Theft From Motor Vehicle,11/27/17,Nov,2900 S 38TH ST,  TACOMA,   WA,-122.47368  47.222469,"47.222469, -122.47368",18:00,Monday,0,0
1457,12360,1722701873,Theft From Motor Vehicle,8/15/17,Aug,3100 S 38TH ST,  TACOMA,   WA,-122.476403  47.222461,"47.222461, -122.476403",18:00,Tuesday,0,0
1458,13239,1701601371,Theft From Motor Vehicle,1/16/17,Jan,3800 S CEDAR ST,  TACOMA,   WA,-122.476403  47.222461,"47.222461, -122.476403",18:00,Monday,0,0
1459,13919,1732801487,Theft From Motor Vehicle,11/24/17,Nov,3100 S 38TH ST,  TACOMA,   WA,-122.476403  47.222461,"47.222461, -122.476403",18:00,Friday,0,0
1460,12010,1703901030,Theft From Motor Vehicle,2/8/17,Feb,3800 S STEELE ST,  TACOMA,   WA,-122.468588  47.222121,"47.222121, -122.468588",13:00,Wednesday,0,0
1461,12032,1711701824,Theft From Motor Vehicle,4/27/17,Apr,3800 S STEELE ST,  TACOMA,   WA,-122.468588  47.222121,"47.222121, -122.468588",17:00,Thursday,0,0
1462,12271,1707509027,Theft From Motor Vehicle,3/15/17,Mar,3800 S STEELE ST,  TACOMA,   WA,-122.468588  47.222121,"47.222121, -122.468588",16:00,Wednesday,0,0
1463,12619,1713301451,Theft From Motor Vehicle,5/13/17,May,3800 S STEELE ST,  TACOMA,   WA,-122.468588  47.222121,"47.222121, -122.468588",16:00,Saturday,0,0
1464,12715,1715002124,Theft From Motor Vehicle,5/30/17,May,3800 S STEELE ST,  TACOMA,   WA,-122.468588  47.222121,"47.222121, -122.468588",18:00,Tuesday,0,0
1465,12776,1715701961,Theft From Motor Vehicle,6/6/17,Jun,3800 S STEELE ST,  TACOMA,   WA,-122.468588  47.222121,"47.222121, -122.468588",16:00,Tuesday,0,0
1466,13261,1728201832,Theft From Motor Vehicle,10/9/17,Oct,3800 S STEELE ST,  TACOMA,   WA,-122.468588  47.222121,"47.222121, -122.468588",19:00,Monday,0,0
1467,13262,1728201844,Theft From Motor Vehicle,10/9/17,Oct,3800 S STEELE ST,  TACOMA,   WA,-122.468588  47.222121,"47.222121, -122.468588",20:00,Monday,0,0
1468,13313,1726200874,Theft From Motor Vehicle,9/19/17,Sep,3800 S STEELE ST,  TACOMA,   WA,-122.468588  47.222121,"47.222121, -122.468588",9:00,Tuesday,1,New Moon
1469,13350,1728601624,Theft From Motor Vehicle,10/13/17,Oct,3800 S STEELE ST,  TACOMA,   WA,-122.468588  47.222121,"47.222121, -122.468588",17:00,Friday,0,0
1470,14221,1713009023,Theft From Motor Vehicle,5/9/17,May,3800 S STEELE ST,  TACOMA,   WA,-122.468588  47.222121,"47.222121, -122.468588",11:00,Tuesday,0,0
1471,12136,1705809007,Theft From Motor Vehicle,2/27/17,Feb,1400 S 39TH ST,  TACOMA,   WA,-122.452736  47.221839,"47.221839, -122.452736",0:00,Monday,0,0
1472,11801,1725009002,Theft From Motor Vehicle,9/6/17,Sep,3900 YAKIMA AV,  TACOMA,   WA,-122.443314  47.22175,"47.22175, -122.443314",22:00,Wednesday,3,Full Moon
1473,13007,1719209014,Theft From Motor Vehicle,7/10/17,Jul,3900 E PORTLAND AV,  TACOMA,   WA,-122.407716  47.22172,"47.22172, -122.407716",17:00,Monday,0,0
1474,11881,1702201886,Theft From Motor Vehicle,1/22/17,Jan,4000 TACOMA MALL BLVD,  TACOMA,   WA,-122.467395  47.220934,"47.220934, -122.467395",20:00,Sunday,0,0
1475,13620,1728801187,Theft From Motor Vehicle,10/15/17,Oct,4000 TACOMA MALL BLVD,  TACOMA,   WA,-122.467395  47.220934,"47.220934, -122.467395",13:00,Sunday,0,0
1476,13780,1721909029,Theft From Motor Vehicle,8/6/17,Aug,4000 TACOMA MALL BLVD,  TACOMA,   WA,-122.467395  47.220934,"47.220934, -122.467395",11:00,Sunday,0,0
1477,14043,1731401549,Theft From Motor Vehicle,11/10/17,Nov,4000 TACOMA MALL BLVD,  TACOMA,   WA,-122.467395  47.220934,"47.220934, -122.467395",18:00,Friday,4,Last Quarter
1478,14217,1708600589,Theft From Motor Vehicle,3/25/17,Mar,4000 TACOMA MALL BLVD,  TACOMA,   WA,-122.467395  47.220934,"47.220934, -122.467395",13:00,Saturday,0,0
1479,12608,1712800563,Theft From Motor Vehicle,5/7/17,May,1300 S 40TH ST,  TACOMA,   WA,-122.450798  47.220922,"47.220922, -122.450798",18:00,Sunday,0,0
1480,13366,1726500333,Theft From Motor Vehicle,9/21/17,Sep,3800 S JUNETT ST,  TACOMA,   WA,-122.475012  47.220913,"47.220913, -122.475012",18:00,Thursday,0,0
1481,12484,1710401775,Theft From Motor Vehicle,4/14/17,Apr,4000 E SPOKANE ST,  TACOMA,   WA,-122.419687  47.220905,"47.220905, -122.419687",18:00,Friday,0,0
1482,12850,1716809007,Theft From Motor Vehicle,6/16/17,Jun,4000 S BELL ST,  TACOMA,   WA,-122.432676  47.220872,"47.220872, -122.432676",12:00,Friday,0,0
1483,13287,1704401560,Theft From Motor Vehicle,2/11/17,Feb,4000 S BELL ST,  TACOMA,   WA,-122.432676  47.220872,"47.220872, -122.432676",17:00,Saturday,0,0
1484,13667,1717601443,Theft From Motor Vehicle,6/25/17,Jun,4000 S BELL ST,  TACOMA,   WA,-122.432676  47.220872,"47.220872, -122.432676",3:00,Sunday,0,0
1485,12792,1716109019,Theft From Motor Vehicle,6/10/17,Jun,4000 S PARK AV,  TACOMA,   WA,-122.441928  47.220849,"47.220849, -122.441928",6:00,Saturday,0,0
1486,13064,1720101010,Theft From Motor Vehicle,7/20/17,Jul,4000 S PARK AV,  TACOMA,   WA,-122.441928  47.220849,"47.220849, -122.441928",3:00,Thursday,0,0
1487,13978,1730600921,Theft From Motor Vehicle,10/29/17,Oct,4000 S PARK AV,  TACOMA,   WA,-122.441928  47.220849,"47.220849, -122.441928",8:00,Sunday,0,0
1488,13310,1726109026,Theft From Motor Vehicle,9/6/17,Sep,700 S 40TH ST,  TACOMA,   WA,-122.440635  47.220845,"47.220845, -122.440635",21:00,Wednesday,3,Full Moon
1489,13619,1728800999,Theft From Motor Vehicle,10/15/17,Oct,700 S 40TH ST,  TACOMA,   WA,-122.440635  47.220845,"47.220845, -122.440635",8:00,Sunday,0,0
1490,11803,1701609010,Theft From Motor Vehicle,1/16/17,Jan,4000 A ST,  TACOMA,   WA,-122.43137  47.220678,"47.220678, -122.43137",2:00,Monday,0,0
1491,14227,1713201028,Theft From Motor Vehicle,5/12/17,May,4000 A ST,  TACOMA,   WA,-122.43137  47.220678,"47.220678, -122.43137",4:00,Friday,0,0
1492,13876,1723609004,Theft From Motor Vehicle,8/19/17,Aug,2900 S 40TH ST,  TACOMA,   WA,-122.47364  47.220601,"47.220601, -122.47364",0:00,Saturday,0,0
1493,13674,1717609013,Theft From Motor Vehicle,6/25/17,Jun,3000 S 40TH ST,  TACOMA,   WA,-122.475014  47.220581,"47.220581, -122.475014",18:00,Sunday,0,0
1494,11763,1701100987,Theft From Motor Vehicle,1/11/17,Jan,4000 S LAWRENCE ST,  TACOMA,   WA,-122.47919  47.220498,"47.220498, -122.47919",13:00,Wednesday,0,0
1495,11844,1701900884,Theft From Motor Vehicle,1/19/17,Jan,4000 S LAWRENCE ST,  TACOMA,   WA,-122.47919  47.220498,"47.220498, -122.47919",1:00,Thursday,4,Last Quarter
1496,13506,1727609005,Theft From Motor Vehicle,9/29/17,Sep,1700 E 41ST ST,  TACOMA,   WA,-122.406395  47.220422,"47.220422, -122.406395",17:00,Friday,0,0
1497,12711,1717000997,Theft From Motor Vehicle,6/19/17,Jun,4000 TACOMA AV S,  TACOMA,   WA,-122.439063  47.220265,"47.220265, -122.439063",12:00,Monday,0,0
1498,14012,1731000988,Theft From Motor Vehicle,11/3/17,Nov,4000 E I ST,  TACOMA,   WA,-122.418592  47.220226,"47.220226, -122.418592",15:00,Friday,3,Full Moon
1499,11871,1702109004,Theft From Motor Vehicle,1/20/17,Jan,4000 S WARNER ST,  TACOMA,   WA,-122.480593  47.220203,"47.220203, -122.480593",14:00,Friday,0,0
1500,14199,1726809030,Theft From Motor Vehicle,9/17/17,Sep,4100 S TYLER ST,  TACOMA,   WA,-122.493439  47.220188,"47.220188, -122.493439",23:00,Sunday,0,0
1501,12811,1716400708,Theft From Motor Vehicle,6/12/17,Jun,4000 S PUGET SOUND AV,  TACOMA,   WA,-122.481988  47.220175,"47.220175, -122.481988",18:00,Monday,0,0
1502,13870,1723509015,Theft From Motor Vehicle,8/23/17,Aug,4000 S PUGET SOUND AV,  TACOMA,   WA,-122.481988  47.220175,"47.220175, -122.481988",8:00,Wednesday,0,0
1503,11717,1700800061,Theft From Motor Vehicle,1/7/17,Jan,2400 S 41ST ST,  TACOMA,   WA,-122.468394  47.220163,"47.220163, -122.468394",20:00,Saturday,0,0
1504,11724,1700900744,Theft From Motor Vehicle,1/9/17,Jan,2400 S 41ST ST,  TACOMA,   WA,-122.468394  47.220163,"47.220163, -122.468394",0:00,Monday,0,0
1505,11774,1701300763,Theft From Motor Vehicle,1/12/17,Jan,2400 S 41ST ST,  TACOMA,   WA,-122.468394  47.220163,"47.220163, -122.468394",8:00,Thursday,3,Full Moon
1506,11908,1702400260,Theft From Motor Vehicle,1/23/17,Jan,2400 S 41ST ST,  TACOMA,   WA,-122.468394  47.220163,"47.220163, -122.468394",20:00,Monday,0,0
1507,11910,1702400966,Theft From Motor Vehicle,1/23/17,Jan,2400 S 41ST ST,  TACOMA,   WA,-122.468394  47.220163,"47.220163, -122.468394",23:00,Monday,0,0
1508,12337,1708300325,Theft From Motor Vehicle,3/24/17,Mar,2400 S 41ST ST,  TACOMA,   WA,-122.468394  47.220163,"47.220163, -122.468394",0:00,Friday,0,0
1509,12445,1709709034,Theft From Motor Vehicle,4/7/17,Apr,2400 S 41ST ST,  TACOMA,   WA,-122.468394  47.220163,"47.220163, -122.468394",15:00,Friday,0,0
1510,12447,1709800704,Theft From Motor Vehicle,4/7/17,Apr,2400 S 41ST ST,  TACOMA,   WA,-122.468394  47.220163,"47.220163, -122.468394",20:00,Friday,0,0
1511,12627,1713401572,Theft From Motor Vehicle,5/14/17,May,2400 S 41ST ST,  TACOMA,   WA,-122.468394  47.220163,"47.220163, -122.468394",3:00,Sunday,0,0
1512,12633,1713500272,Theft From Motor Vehicle,5/14/17,May,2400 S 41ST ST,  TACOMA,   WA,-122.468394  47.220163,"47.220163, -122.468394",21:00,Sunday,0,0
1513,12857,1717100286,Theft From Motor Vehicle,6/19/17,Jun,2400 S 41ST ST,  TACOMA,   WA,-122.468394  47.220163,"47.220163, -122.468394",16:00,Monday,0,0
1514,12867,1717200608,Theft From Motor Vehicle,6/21/17,Jun,2400 S 41ST ST,  TACOMA,   WA,-122.468394  47.220163,"47.220163, -122.468394",0:00,Wednesday,0,0
1515,12869,1717201979,Theft From Motor Vehicle,6/20/17,Jun,2400 S 41ST ST,  TACOMA,   WA,-122.468394  47.220163,"47.220163, -122.468394",22:00,Tuesday,0,0
1516,13286,1725900835,Theft From Motor Vehicle,9/16/17,Sep,2400 S 41ST ST,  TACOMA,   WA,-122.468394  47.220163,"47.220163, -122.468394",2:00,Saturday,0,0
1517,13357,1728800918,Theft From Motor Vehicle,10/14/17,Oct,2400 S 41ST ST,  TACOMA,   WA,-122.468394  47.220163,"47.220163, -122.468394",19:00,Saturday,0,0
1518,13376,1726700341,Theft From Motor Vehicle,9/24/17,Sep,2400 BLOCK S 41ST ST,  TACOMA,   WA,-122.468394  47.220163,"47.220163, -122.468394",2:00,Sunday,0,0
1519,13384,1726800706,Theft From Motor Vehicle,9/24/17,Sep,2400 S 41ST ST,  TACOMA,   WA,-122.468394  47.220163,"47.220163, -122.468394",20:00,Sunday,0,0
1520,13425,1709500673,Theft From Motor Vehicle,4/4/17,Apr,2400 S 41ST ST,  TACOMA,   WA,-122.468394  47.220163,"47.220163, -122.468394",19:00,Tuesday,0,0
1521,13467,1710009012,Theft From Motor Vehicle,4/7/17,Apr,2400 S 41ST ST,  TACOMA,   WA,-122.468394  47.220163,"47.220163, -122.468394",19:00,Friday,0,0
1522,13468,1710009013,Theft From Motor Vehicle,4/7/17,Apr,2400 S 41ST ST,  TACOMA,   WA,-122.468394  47.220163,"47.220163, -122.468394",15:00,Friday,0,0
1523,13552,1728301045,Theft From Motor Vehicle,10/10/17,Oct,2400 S 41ST ST,  TACOMA,   WA,-122.468394  47.220163,"47.220163, -122.468394",6:00,Tuesday,0,0
1524,13727,1729600451,Theft From Motor Vehicle,10/21/17,Oct,2400 S 41ST ST,  TACOMA,   WA,-122.468389  47.220163,"47.220163, -122.468389",14:00,Saturday,0,0
1525,13739,1729609040,Theft From Motor Vehicle,10/23/17,Oct,2400 S 41ST ST,  TACOMA,   WA,-122.468389  47.220163,"47.220163, -122.468389",8:00,Monday,0,0
1526,13769,1722002398,Theft From Motor Vehicle,8/8/17,Aug,2400 S 41ST ST,  TACOMA,   WA,-122.468394  47.220163,"47.220163, -122.468394",22:00,Tuesday,0,0
1527,13867,1723501484,Theft From Motor Vehicle,8/23/17,Aug,2400 S 41ST ST,  TACOMA,   WA,-122.468394  47.220163,"47.220163, -122.468394",16:00,Wednesday,0,0
1528,13891,1723900810,Theft From Motor Vehicle,8/26/17,Aug,2400 S 41ST ST,  TACOMA,   WA,-122.468394  47.220163,"47.220163, -122.468394",21:00,Saturday,0,0
1529,14048,1731501016,Theft From Motor Vehicle,11/10/17,Nov,2400 S 41ST ST,  TACOMA,   WA,-122.468389  47.220163,"47.220163, -122.468389",14:00,Friday,4,Last Quarter
1530,14052,1731601453,Theft From Motor Vehicle,11/12/17,Nov,2400 S 41ST ST,  TACOMA,   WA,-122.468389  47.220163,"47.220163, -122.468389",20:00,Sunday,0,0
1531,14114,1732400235,Theft From Motor Vehicle,11/19/17,Nov,2400 S 41ST ST,  TACOMA,   WA,-122.468389  47.220163,"47.220163, -122.468389",17:00,Sunday,0,0
1532,14126,1732500483,Theft From Motor Vehicle,11/21/17,Nov,2400 S 41ST ST,  TACOMA,   WA,-122.468389  47.220163,"47.220163, -122.468389",2:00,Tuesday,0,0
1533,11993,1703600570,Theft From Motor Vehicle,2/4/17,Feb,1800 E 41ST ST,  TACOMA,   WA,-122.40397  47.22011,"47.22011, -122.40397",21:00,Saturday,0,0
1534,13948,1730109015,Theft From Motor Vehicle,10/22/17,Oct,1300 E 41ST ST,  TACOMA,   WA,-122.412107  47.220059,"47.220059, -122.412107",2:00,Sunday,0,0
1535,12831,1716609004,Theft From Motor Vehicle,6/14/17,Jun,1700 S 41ST ST,  TACOMA,   WA,-122.458091  47.220057,"47.220057, -122.458091",5:00,Wednesday,0,0
1536,12214,1718400337,Theft From Motor Vehicle,7/3/17,Jul,4100 S M ST,  TACOMA,   WA,-122.45081  47.220036,"47.220036, -122.45081",6:00,Monday,0,0
1537,12967,1718809004,Theft From Motor Vehicle,7/2/17,Jul,4100 S M ST,  TACOMA,   WA,-122.45081  47.220036,"47.220036, -122.45081",3:00,Sunday,0,0
1538,13470,1710009015,Theft From Motor Vehicle,4/9/17,Apr,4100 S M ST,  TACOMA,   WA,-122.45081  47.220036,"47.220036, -122.45081",14:00,Sunday,0,0
1539,12162,1706200965,Theft From Motor Vehicle,3/2/17,Mar,4100 S L ST,  TACOMA,   WA,-122.44933  47.220021,"47.220021, -122.44933",16:00,Thursday,0,0
1540,12244,1707109006,Theft From Motor Vehicle,3/11/17,Mar,4100 S J ST,  TACOMA,   WA,-122.446344  47.219973,"47.219973, -122.446344",1:00,Saturday,0,0
1541,12601,1712509040,Theft From Motor Vehicle,5/5/17,May,700 S 41ST ST,  TACOMA,   WA,-122.441904  47.219964,"47.219964, -122.441904",6:00,Friday,0,0
1542,12205,1706801363,Theft From Motor Vehicle,3/9/17,Mar,4100 S THOMPSON AV,  TACOMA,   WA,-122.444838  47.219958,"47.219958, -122.444838",16:00,Thursday,0,0
1543,12602,1712601114,Theft From Motor Vehicle,5/5/17,May,4300 S 41ST ST,  TACOMA,   WA,-122.496214  47.219942,"47.219942, -122.496214",21:00,Friday,0,0
1544,14127,1726909013,Theft From Motor Vehicle,9/23/17,Sep,4300 S 41ST ST,  TACOMA,   WA,-122.496214  47.219942,"47.219942, -122.496214",0:00,Saturday,0,0
1545,11754,1701009016,Theft From Motor Vehicle,1/10/17,Jan,4100 S TACOMA WY,  TACOMA,   WA,-122.484572  47.219612,"47.219612, -122.484572",11:00,Tuesday,0,0
1546,12845,1716709001,Theft From Motor Vehicle,6/15/17,Jun,4100 S TACOMA WY,  TACOMA,   WA,-122.484572  47.219612,"47.219612, -122.484572",21:00,Thursday,0,0
1547,13392,1726809011,Theft From Motor Vehicle,9/22/17,Sep,4100 S TACOMA WY,  TACOMA,   WA,-122.484572  47.219612,"47.219612, -122.484572",4:00,Friday,0,0
